  Conway's Game of Life Data 
  Format: Iteration number, total number of living cells, total number of dead cells, cells born this generation, no of cells that died this generation, activity * 100000 
315,150050,209950,9354,9540,-123
316,149966,210034,9342,9426,-55
317,149885,210115,9156,9237,-54
318,149790,210210,9299,9394,-63
319,149730,210270,9445,9505,-40
320,149898,210102,9523,9355,112
321,149864,210136,9448,9482,-22
322,149833,210167,9323,9354,-20
323,149703,210297,9408,9538,-86
324,149876,210124,9560,9387,115
325,149755,210245,9401,9522,-80
326,149609,210391,9401,9547,-97
327,149584,210416,9383,9408,-16
328,149698,210302,9534,9420,76
329,149617,210383,9474,9555,-54
330,149667,210333,9488,9438,33
331,149722,210278,9507,9452,36
332,149656,210344,9562,9628,-44
333,149776,210224,9556,9436,80
334,149934,210066,9590,9432,105
335,149901,210099,9516,9549,-22
336,150041,209959,9519,9379,93
337,149912,210088,9389,9518,-85
338,149810,210190,9505,9607,-68
339,149870,210130,9539,9479,40
340,149827,210173,9572,9615,-28
341,149908,210092,9532,9451,54
342,149691,210309,9491,9708,-144
343,149733,210267,9593,9551,28
344,149795,210205,9530,9468,41
345,149655,210345,9481,9621,-93
346,149791,210209,9672,9536,90
347,149790,210210,9497,9498,0
348,149703,210297,9424,9511,-58
349,149495,210505,9464,9672,-138
350,149765,210235,9623,9353,180
351,150039,209961,9547,9273,182
352,149860,210140,9405,9584,-119
353,149761,210239,9499,9598,-66
354,149739,210261,9521,9543,-14
355,149893,210107,9641,9487,102
356,149996,210004,9643,9540,68
357,149805,210195,9557,9748,-127
358,150004,209996,9783,9584,132
359,150149,209851,9638,9493,96
360,150072,209928,9546,9623,-51
361,149977,210023,9523,9618,-63
362,149900,210100,9539,9616,-51
363,149932,210068,9569,9537,21
364,150115,209885,9651,9468,122
365,150137,209863,9493,9471,14
366,150420,209580,9722,9439,188
367,150200,209800,9291,9511,-146
368,150199,209801,9510,9511,0
369,150225,209775,9414,9388,17
370,150390,209610,9666,9501,109
371,150191,209809,9487,9686,-132
372,150367,209633,9605,9429,117
373,150451,209549,9601,9517,55
374,150279,209721,9383,9555,-114
375,150296,209704,9466,9449,11
376,150535,209465,9523,9284,159
377,150249,209751,9403,9689,-189
378,150255,209745,9388,9382,3
379,150181,209819,9360,9434,-49
380,150152,209848,9465,9494,-19
381,150268,209732,9481,9365,77
382,150238,209762,9408,9438,-19
383,150039,209961,9378,9577,-132
384,150198,209802,9521,9362,105
385,150010,209990,9408,9596,-125
386,150316,209684,9625,9319,203
387,150162,209838,9471,9625,-102
388,150012,209988,9442,9592,-99
389,150065,209935,9431,9378,35
390,150019,209981,9358,9404,-30
391,149891,210109,9322,9450,-85
392,150088,209912,9504,9307,131
393,150073,209927,9532,9547,-9
394,150181,209819,9487,9379,71
395,150195,209805,9425,9411,9
396,150139,209861,9413,9469,-37
397,150276,209724,9606,9469,91
398,150192,209808,9527,9611,-55
399,150051,209949,9417,9558,-93
400,149935,210065,9361,9477,-77
401,149680,210320,9361,9616,-170
402,150026,209974,9588,9242,231
403,149837,210163,9360,9549,-125
404,149875,210125,9473,9435,25
405,150107,209893,9488,9256,154
406,150161,209839,9545,9491,35
407,150046,209954,9347,9462,-76
408,150079,209921,9475,9442,21
409,150000,210000,9433,9512,-52
410,150111,209889,9576,9465,74
411,150144,209856,9505,9472,21
412,149998,210002,9461,9607,-97
413,150052,209948,9397,9343,36
414,150048,209952,9372,9376,-2
415,150187,209813,9395,9256,92
416,150213,209787,9494,9468,17
417,149978,210022,9238,9473,-156
418,149854,210146,9264,9388,-82
419,150063,209937,9477,9268,139
420,150054,209946,9366,9375,-5
421,149991,210009,9305,9368,-41
422,149840,210160,9346,9497,-100
423,149957,210043,9443,9326,78
424,149954,210046,9387,9390,-2
425,149979,210021,9419,9394,16
426,150029,209971,9415,9365,33
427,150061,209939,9383,9351,21
428,150219,209781,9621,9463,105
429,150038,209962,9313,9494,-120
430,149726,210274,9276,9588,-207
431,150003,209997,9576,9299,185
432,150060,209940,9483,9426,37
433,150177,209823,9499,9382,77
434,150029,209971,9347,9495,-98
435,150249,209751,9525,9305,146
436,150232,209768,9354,9371,-11
437,150264,209736,9399,9367,21
438,150188,209812,9370,9446,-50
439,150148,209852,9263,9303,-26
440,150095,209905,9353,9406,-35
441,150126,209874,9429,9398,20
442,150130,209870,9481,9477,2
443,150315,209685,9479,9294,123
444,150229,209771,9380,9466,-57
445,150245,209755,9250,9234,10
446,150394,209606,9517,9368,99
447,150301,209699,9397,9490,-61
448,150287,209713,9478,9492,-9
449,150386,209614,9440,9341,65
450,150120,209880,9310,9576,-176
451,150329,209671,9600,9391,139
452,150437,209563,9429,9321,71
453,150351,209649,9394,9480,-57
454,150193,209807,9344,9502,-105
455,150244,209756,9456,9405,33
456,150176,209824,9530,9598,-45
457,150006,209994,9384,9554,-113
458,149957,210043,9387,9436,-32
459,149918,210082,9287,9326,-26
460,150058,209942,9506,9366,93
461,149950,210050,9456,9564,-71
462,149916,210084,9425,9459,-22
463,150026,209974,9413,9303,73
464,149897,210103,9387,9516,-85
465,149951,210049,9405,9351,36
466,149935,210065,9588,9604,-10
467,149940,210060,9494,9489,3
468,149814,210186,9260,9386,-84
469,149726,210274,9336,9424,-58
470,149884,210116,9593,9435,105
471,150071,209929,9523,9336,124
472,149860,210140,9346,9557,-140
473,149959,210041,9445,9346,66
474,150072,209928,9487,9374,75
475,150209,209791,9521,9384,91
476,149788,210212,9172,9593,-280
477,149911,210089,9544,9421,82
478,149954,210046,9497,9454,28
479,150069,209931,9469,9354,76
480,149876,210124,9223,9416,-128
481,149951,210049,9403,9328,50
482,149780,210220,9249,9420,-114
483,149871,210129,9501,9410,60
484,149757,210243,9384,9498,-76
485,149819,210181,9575,9513,41
486,149886,210114,9573,9506,44
487,149844,210156,9506,9548,-28
488,149934,210066,9546,9456,60
489,150118,209882,9493,9309,122
490,150042,209958,9368,9444,-50
491,149914,210086,9424,9552,-85
492,149843,210157,9425,9496,-47
493,150037,209963,9591,9397,129
494,149856,210144,9290,9471,-120
495,149894,210106,9396,9358,25
496,149828,210172,9333,9399,-44
497,149886,210114,9555,9497,38
498,150037,209963,9595,9444,100
499,149927,210073,9309,9419,-73
500,150102,209898,9672,9497,116
501,150161,209839,9510,9451,39
502,150165,209835,9459,9455,2
503,150065,209935,9370,9470,-66
504,150237,209763,9620,9448,114
505,150199,209801,9470,9508,-25
506,150449,209551,9609,9359,166
507,150390,209610,9445,9504,-39
508,150360,209640,9423,9453,-19
509,150309,209691,9447,9498,-33
510,150400,209600,9457,9366,60
511,150131,209869,9416,9685,-178
512,150465,209535,9680,9346,222
513,150399,209601,9317,9383,-43
514,150381,209619,9406,9424,-11
515,150320,209680,9351,9412,-40
516,150401,209599,9561,9480,53
517,150381,209619,9278,9298,-13
518,150415,209585,9362,9328,22
519,150178,209822,9229,9466,-157
520,150338,209662,9405,9245,106
521,150079,209921,9224,9483,-172
522,150220,209780,9493,9352,93
523,150166,209834,9428,9482,-35
524,150122,209878,9350,9394,-29
525,149871,210129,9295,9546,-167
526,150070,209930,9370,9171,132
527,149901,210099,9317,9486,-112
528,149804,210196,9340,9437,-64
529,149871,210129,9495,9428,44
530,149926,210074,9477,9422,36
531,149831,210169,9329,9424,-63
532,149858,210142,9292,9265,18
533,149982,210018,9448,9324,82
534,149984,210016,9567,9565,1
535,150056,209944,9532,9460,48
536,150224,209776,9532,9364,111
537,150390,209610,9616,9450,110
538,150271,209729,9342,9461,-79
539,150244,209756,9423,9450,-17
540,150087,209913,9346,9503,-104
541,150123,209877,9462,9426,23
542,150127,209873,9475,9471,2
543,150043,209957,9312,9396,-55
544,150136,209864,9444,9351,61
545,150147,209853,9417,9406,7
546,150169,209831,9340,9318,14
547,149952,210048,9223,9440,-144
548,150103,209897,9476,9325,100
549,149934,210066,9264,9433,-112
550,149996,210004,9334,9272,41
551,150108,209892,9358,9246,74
552,150050,209950,9282,9340,-38
553,150041,209959,9268,9277,-5
554,149860,210140,9246,9427,-120
555,149782,210218,9325,9403,-52
556,150129,209871,9504,9157,231
557,150156,209844,9382,9355,17
558,149902,210098,9336,9590,-169
559,149950,210050,9535,9487,32
560,149830,210170,9425,9545,-80
561,150018,209982,9425,9237,125
562,149805,210195,9244,9457,-141
563,150084,209916,9468,9189,186
564,150297,209703,9452,9239,141
565,150321,209679,9377,9353,15
566,150456,209544,9486,9351,89
567,150383,209617,9491,9564,-48
568,150566,209434,9657,9474,121
569,150751,209249,9589,9404,122
570,150585,209415,9376,9542,-110
571,150485,209515,9470,9570,-66
572,150259,209741,9361,9587,-150
573,150107,209893,9363,9515,-101
574,150095,209905,9496,9508,-7
575,150098,209902,9414,9411,1
576,150108,209892,9411,9401,6
577,150119,209881,9438,9427,7
578,150148,209852,9530,9501,19
579,149915,210085,9441,9674,-155
580,149898,210102,9457,9474,-11
581,149947,210053,9646,9597,32
582,149712,210288,9290,9525,-156
583,150016,209984,9536,9232,203
584,149799,210201,9278,9495,-144
585,149895,210105,9542,9446,64
586,149957,210043,9476,9414,41
587,149706,210294,9235,9486,-167
588,149655,210345,9336,9387,-34
589,149782,210218,9402,9275,84
590,149704,210296,9495,9573,-52
591,149692,210308,9552,9564,-8
592,149790,210210,9667,9569,65
593,149967,210033,9508,9331,118
594,149875,210125,9407,9499,-61
595,150038,209962,9626,9463,108
596,150079,209921,9519,9478,27
597,149998,210002,9476,9557,-53
598,149840,210160,9356,9514,-105
599,149812,210188,9443,9471,-18
600,149755,210245,9448,9505,-38
601,149983,210017,9694,9466,152
602,150119,209881,9606,9470,90
603,149900,210100,9297,9516,-145
604,150145,209855,9509,9264,163
605,150212,209788,9538,9471,44
606,150229,209771,9361,9344,11
607,150232,209768,9491,9488,1
608,150096,209904,9342,9478,-90
609,150197,209803,9474,9373,67
610,149880,210120,9305,9622,-211
611,149924,210076,9531,9487,29
612,149667,210333,9293,9550,-171
613,149444,210556,9370,9593,-148
614,149468,210532,9412,9388,16
615,149738,210262,9588,9318,180
616,149770,210230,9414,9382,21
617,149668,210332,9373,9475,-68
618,150124,209876,9626,9170,304
619,149902,210098,9328,9550,-147
620,149899,210101,9298,9301,-2
621,149823,210177,9292,9368,-50
622,149687,210313,9464,9600,-90
623,149828,210172,9453,9312,94
624,149781,210219,9425,9472,-31
625,149986,210014,9545,9340,136
626,149860,210140,9434,9560,-84
627,149841,210159,9416,9435,-12
628,149859,210141,9268,9250,12
629,149972,210028,9463,9350,75
630,150113,209887,9414,9273,94
631,150060,209940,9324,9377,-35
632,150092,209908,9413,9381,21
633,150075,209925,9335,9352,-11
634,149676,210324,9143,9542,-265
635,149734,210266,9426,9368,38
636,149751,210249,9425,9408,11
637,149805,210195,9444,9390,36
638,149932,210068,9459,9332,84
639,149822,210178,9324,9434,-73
640,149677,210323,9314,9459,-96
641,149830,210170,9457,9304,102
642,149823,210177,9414,9421,-4
643,149784,210216,9399,9438,-26
644,149887,210113,9499,9396,68
645,149892,210108,9430,9425,3
646,149789,210211,9175,9278,-68
647,149853,210147,9557,9493,42
648,149831,210169,9477,9499,-14
649,149873,210127,9424,9382,28
650,149752,210248,9297,9418,-80
651,149773,210227,9326,9305,14
652,149925,210075,9404,9252,101
653,149833,210167,9351,9443,-61
654,149855,210145,9421,9399,14
655,150007,209993,9436,9284,101
656,149724,210276,9247,9530,-188
657,149657,210343,9485,9552,-44
658,149874,210126,9559,9342,144
659,149817,210183,9500,9557,-38
660,149706,210294,9541,9652,-74
661,149744,210256,9512,9474,25
662,149851,210149,9625,9518,71
663,149842,210158,9685,9694,-6
664,150089,209911,9859,9612,164
665,149886,210114,9493,9696,-135
666,149636,210364,9328,9578,-166
667,149761,210239,9633,9508,83
668,149755,210245,9443,9449,-4
669,149814,210186,9540,9481,39
670,149970,210030,9624,9468,104
671,149790,210210,9491,9671,-120
672,149763,210237,9498,9525,-18
673,149791,210209,9714,9686,18
674,149545,210455,9444,9690,-164
675,149749,210251,9638,9434,136
676,149890,210110,9338,9197,94
677,149648,210352,9399,9641,-161
678,149596,210404,9496,9548,-34
679,149910,210090,9560,9246,209
680,149711,210289,9388,9587,-132
681,149795,210205,9538,9454,56
682,149682,210318,9358,9471,-75
683,149905,210095,9606,9383,148
684,149787,210213,9292,9410,-78
685,149809,210191,9372,9350,14
686,149761,210239,9424,9472,-32
687,149444,210556,9276,9593,-211
688,149679,210321,9475,9240,157
689,149547,210453,9236,9368,-88
690,149490,210510,9406,9463,-38
691,149530,210470,9433,9393,26
692,149628,210372,9591,9493,65
693,149829,210171,9662,9461,134
694,149801,210199,9483,9511,-18
695,149604,210396,9396,9593,-131
696,149537,210463,9459,9526,-44
697,149715,210285,9600,9422,119
698,149757,210243,9522,9480,28
699,150178,209822,9749,9328,281
700,149907,210093,9282,9553,-180
701,149912,210088,9486,9481,3
702,149901,210099,9561,9572,-7
703,149992,210008,9598,9507,60
704,149745,210255,9515,9762,-164
705,149879,210121,9619,9485,89
706,150045,209955,9618,9452,110
707,150051,209949,9430,9424,3
708,150144,209856,9512,9419,61
709,149971,210029,9371,9544,-115
710,149899,210101,9455,9527,-48
711,149872,210128,9445,9472,-18
712,149918,210082,9463,9417,30
713,149861,210139,9455,9512,-38
714,150097,209903,9630,9394,157
715,150235,209765,9584,9446,91
716,150172,209828,9446,9509,-41
717,150182,209818,9467,9457,6
718,150163,209837,9654,9673,-12
719,149925,210075,9413,9651,-158
720,149851,210149,9526,9600,-49
721,149887,210113,9592,9556,24
722,149909,210091,9482,9460,14
723,150186,209814,9627,9350,184
724,150257,209743,9506,9435,47
725,150093,209907,9389,9553,-109
726,149949,210051,9259,9403,-95
727,149877,210123,9376,9448,-48
728,149939,210061,9461,9399,41
729,149946,210054,9413,9406,4
730,149907,210093,9309,9348,-26
731,150188,209812,9690,9409,187
732,150071,209929,9405,9522,-77
733,150121,209879,9276,9226,33
734,150105,209895,9481,9497,-10
735,150196,209804,9505,9414,60
736,149969,210031,9313,9540,-151
737,150011,209989,9483,9441,28
738,150004,209996,9512,9519,-4
739,150002,209998,9461,9463,-1
740,150078,209922,9472,9396,50
741,150038,209962,9495,9535,-26
742,150050,209950,9501,9489,7
743,149950,210050,9447,9547,-66
744,149967,210033,9486,9469,11
745,150018,209982,9524,9473,34
746,149997,210003,9444,9465,-13
747,149916,210084,9435,9516,-54
748,149841,210159,9548,9623,-50
749,149733,210267,9522,9630,-72
750,149460,210540,9214,9487,-182
751,149747,210253,9465,9178,192
752,149746,210254,9524,9525,0
753,149924,210076,9632,9454,118
754,149986,210014,9536,9474,41
755,150030,209970,9510,9466,29
756,149645,210355,9240,9625,-256
757,149688,210312,9511,9468,28
758,149746,210254,9419,9361,38
759,149771,210229,9554,9529,16
760,150002,209998,9634,9403,154
761,150051,209949,9575,9526,32
762,150043,209957,9520,9528,-5
763,150065,209935,9556,9534,14
764,149816,210184,9414,9663,-165
765,149764,210236,9543,9595,-34
766,149967,210033,9531,9328,135
767,150072,209928,9603,9498,70
768,149848,210152,9338,9562,-149
769,150022,209978,9478,9304,116
770,150103,209897,9498,9417,53
771,150207,209793,9563,9459,69
772,150019,209981,9447,9635,-125
773,150193,209807,9608,9434,115
774,150082,209918,9410,9521,-73
775,150111,209889,9582,9553,19
776,149846,210154,9202,9467,-176
777,149674,210326,9196,9368,-114
778,150155,209845,9662,9181,321
779,149812,210188,9328,9671,-228
780,149949,210051,9526,9389,91
781,149884,210116,9417,9482,-43
782,149851,210149,9546,9579,-22
783,149982,210018,9574,9443,87
784,150103,209897,9551,9430,80
785,149870,210130,9387,9620,-155
786,150068,209932,9452,9254,132
787,149869,210131,9309,9508,-132
788,150155,209845,9661,9375,190
789,149995,210005,9409,9569,-106
790,150230,209770,9584,9349,156
791,149929,210071,9394,9695,-200
792,150213,209787,9553,9269,189
793,150031,209969,9460,9642,-121
794,150032,209968,9450,9449,0
795,149906,210094,9436,9562,-83
796,149965,210035,9652,9593,39
797,150047,209953,9623,9541,54
798,149971,210029,9497,9573,-50
799,150063,209937,9507,9415,61
800,150113,209887,9478,9428,33
801,150213,209787,9358,9258,66
802,150245,209755,9524,9492,21
803,150129,209871,9307,9423,-77
804,150211,209789,9395,9313,54
805,150223,209777,9459,9447,7
806,150414,209586,9600,9409,127
807,150523,209477,9651,9542,72
808,150677,209323,9634,9480,102
809,150759,209241,9650,9568,54
810,150588,209412,9306,9477,-113
811,150497,209503,9386,9477,-60
812,150325,209675,9414,9586,-114
813,150096,209904,9290,9519,-152
814,149905,210095,9181,9372,-127
815,149924,210076,9343,9324,12
816,150120,209880,9474,9278,130
817,150212,209788,9407,9315,61
818,150473,209527,9453,9192,173
819,150474,209526,9403,9402,0
820,150206,209794,9214,9482,-178
821,150342,209658,9412,9276,90
822,150294,209706,9297,9345,-31
823,150340,209660,9337,9291,30
824,150245,209755,9201,9296,-63
825,150158,209842,9378,9465,-57
826,150144,209856,9405,9419,-9
827,150155,209845,9483,9472,7
828,150333,209667,9598,9420,118
829,150516,209484,9460,9277,121
830,150193,209807,9245,9568,-214
831,150351,209649,9559,9401,105
832,150405,209595,9510,9456,35
833,150168,209832,9320,9557,-157
834,150195,209805,9470,9443,17
835,150147,209853,9401,9449,-31
836,150166,209834,9397,9378,12
837,150119,209881,9399,9446,-31
838,150196,209804,9437,9360,51
839,149897,210103,9199,9498,-199
840,150150,209850,9609,9356,168
841,150100,209900,9546,9596,-33
842,149845,210155,9356,9611,-169
